MTrk
0 Meta TrkName "charlene"
0 Tempo 550458
0 TimeSig 4/4 24 8
38160 On ch=1 n=98 v=100
38280 Off ch=1 n=31 v=64
38280 Off ch=1 n=62 v=64
38280 Off ch=1 n=74 v=64
38280 Off ch=1 n=86 v=64
38280 Off ch=1 n=98 v=64
38400 On ch=1 n=24 v=100
38400 On ch=1 n=31 v=100
38400 On ch=1 n=62 v=100
38400 On ch=1 n=72 v=100
38400 On ch=1 n=74 v=100
38400 On ch=1 n=84 v=100
38400 On ch=1 n=86 v=100
38400 On ch=1 n=96 v=100
38400 On ch=1 n=98 v=100
38520 Off ch=1 n=24 v=64
38520 Off ch=1 n=31 v=64
38520 Off ch=1 n=62 v=64
38520 Off ch=1 n=72 v=64
38520 Off ch=1 n=74 v=64
38520 Off ch=1 n=84 v=64
38520 Off ch=1 n=86 v=64
38520 Off ch=1 n=96 v=64
38520 Off ch=1 n=98 v=64
38640 On ch=1 n=31 v=100
38640 On ch=1 n=62 v=100
38640 On ch=1 n=74 v=100
38640 On ch=1 n=86 v=100
38640 On ch=1 n=98 v=100
38760 Off ch=1 n=31 v=64
38760 Off ch=1 n=62 v=64
38760 Off ch=1 n=74 v=64
38760 Off ch=1 n=86 v=64
38760 Off ch=1 n=98 v=64
38880 On ch=1 n=24 v=100
38880 On ch=1 n=26 v=100
38880 On ch=1 n=31 v=100
38880 On ch=1 n=61 v=100
38880 On ch=1 n=62 v=100
38880 On ch=1 n=73 v=100
38880 On ch=1 n=74 v=100
38880 On ch=1 n=85 v=100
38880 On ch=1 n=86 v=100
38880 On ch=1 n=96 v=100
38880 On ch=1 n=97 v=100
38880 On ch=1 n=98 v=100
39000 Off ch=1 n=116 v=64
39000 Off ch=1 n=24 v=64
39000 Off ch=1 n=26 v=64
39000 Off ch=1 n=31 v=64
39000 Off ch=1 n=61 v=64
39000 Off ch=1 n=62 v=64
39000 Off ch=1 n=73 v=64
39000 Off ch=1 n=74 v=64
39000 Off ch=1 n=85 v=64
39000 Off ch=1 n=86 v=64
39000 Off ch=1 n=96 v=64
39000 Off ch=1 n=97 v=64
39000 Off ch=1 n=98 v=64
39120 On ch=1 n=31 v=100
39120 On ch=1 n=62 v=100
39120 On ch=1 n=74 v=100
39120 On ch=1 n=86 v=100
39120 On ch=1 n=98 v=100
39240 Off ch=1 n=31 v=64
39240 Off ch=1 n=62 v=64
39240 Off ch=1 n=74 v=64
39240 Off ch=1 n=86 v=64
39240 Off ch=1 n=98 v=64
39360 On ch=1 n=24 v=100
39360 On ch=1 n=31 v=100
39360 On ch=1 n=62 v=100
39360 On ch=1 n=74 v=100
39360 On ch=1 n=84 v=100
39360 On ch=1 n=86 v=100
39360 On ch=1 n=96 v=100
39360 On ch=1 n=98 v=100
39480 Off ch=1 n=24 v=64
39480 Off ch=1 n=31 v=64
39480 Off ch=1 n=62 v=64
39480 Off ch=1 n=74 v=64
39480 Off ch=1 n=84 v=64
39480 Off ch=1 n=86 v=64
39480 Off ch=1 n=96 v=64
39480 Off ch=1 n=98 v=64
39600 On ch=1 n=31 v=100
39600 On ch=1 n=62 v=100
39600 On ch=1 n=74 v=100
39600 On ch=1 n=86 v=100
39600 On ch=1 n=98 v=100
39720 Off ch=1 n=31 v=64
39720 Off ch=1 n=62 v=64
39720 Off ch=1 n=74 v=64
39720 Off ch=1 n=86 v=64
39720 Off ch=1 n=98 v=64
39840 On ch=1 n=24 v=100
39840 On ch=1 n=26 v=100
39840 On ch=1 n=31 v=100
39840 On ch=1 n=61 v=100
39840 On ch=1 n=62 v=100
39840 On ch=1 n=73 v=100
39840 On ch=1 n=74 v=100
39840 On ch=1 n=85 v=100
39840 On ch=1 n=86 v=100
39840 On ch=1 n=96 v=100
39840 On ch=1 n=97 v=100
39840 On ch=1 n=98 v=100
39960 Off ch=1 n=24 v=64
39960 Off ch=1 n=26 v=64
39960 Off ch=1 n=31 v=64
39960 Off ch=1 n=61 v=64
39960 Off ch=1 n=62 v=64
39960 Off ch=1 n=73 v=64
39960 Off ch=1 n=74 v=64
39960 Off ch=1 n=85 v=64
39960 Off ch=1 n=86 v=64
39960 Off ch=1 n=96 v=64
39960 Off ch=1 n=97 v=64
39960 Off ch=1 n=98 v=64
40080 On ch=1 n=31 v=100
40080 On ch=1 n=62 v=100
40080 On ch=1 n=74 v=100
40080 On ch=1 n=86 v=100
40080 On ch=1 n=98 v=100
40200 Off ch=1 n=31 v=64
40200 Off ch=1 n=62 v=64
40200 Off ch=1 n=74 v=64
40200 Off ch=1 n=86 v=64
40200 Off ch=1 n=98 v=64
40320 Off ch=1 n=105 v=64
40320 On ch=1 n=12 v=100
40320 On ch=1 n=24 v=100
40320 On ch=1 n=31 v=100
40320 On ch=1 n=62 v=100
40320 On ch=1 n=72 v=100
40320 On ch=1 n=74 v=100
40320 On ch=1 n=84 v=100
40320 On ch=1 n=86 v=100
40320 On ch=1 n=96 v=100
40320 On ch=1 n=98 v=100
40440 Off ch=1 n=12 v=64
40440 Off ch=1 n=24 v=64
40440 Off ch=1 n=31 v=64
40440 Off ch=1 n=62 v=64
40440 Off ch=1 n=72 v=64
40440 Off ch=1 n=74 v=64
40440 Off ch=1 n=84 v=64
40440 Off ch=1 n=86 v=64
40440 Off ch=1 n=96 v=64
40440 Off ch=1 n=98 v=64
40560 On ch=1 n=31 v=100
40560 On ch=1 n=62 v=100
40560 On ch=1 n=74 v=100
40560 On ch=1 n=86 v=100
40560 On ch=1 n=98 v=100
40680 Off ch=1 n=31 v=64
40680 Off ch=1 n=62 v=64
40680 Off ch=1 n=74 v=64
40680 Off ch=1 n=86 v=64
40680 Off ch=1 n=98 v=64
40800 On ch=1 n=24 v=100
40800 On ch=1 n=26 v=100
40800 On ch=1 n=31 v=100
40800 On ch=1 n=61 v=100
40800 On ch=1 n=62 v=100
40800 On ch=1 n=73 v=100
40800 On ch=1 n=74 v=100
40800 On ch=1 n=85 v=100
40800 On ch=1 n=86 v=100
40800 On ch=1 n=96 v=100
40800 On ch=1 n=97 v=100
40800 On ch=1 n=98 v=100
40920 Off ch=1 n=24 v=64
40920 Off ch=1 n=26 v=64
40920 Off ch=1 n=31 v=64
40920 Off ch=1 n=61 v=64
40920 Off ch=1 n=62 v=64
40920 Off ch=1 n=73 v=64
40920 Off ch=1 n=74 v=64
40920 Off ch=1 n=85 v=64
40920 Off ch=1 n=86 v=64
40920 Off ch=1 n=96 v=64
40920 Off ch=1 n=97 v=64
40920 Off ch=1 n=98 v=64
41040 On ch=1 n=31 v=100
41040 On ch=1 n=62 v=100
41040 On ch=1 n=74 v=100
41040 On ch=1 n=86 v=100
41040 On ch=1 n=98 v=100
41160 Off ch=1 n=31 v=64
41160 Off ch=1 n=62 v=64
41160 Off ch=1 n=74 v=64
41160 Off ch=1 n=86 v=64
41160 Off ch=1 n=98 v=64
41280 On ch=1 n=24 v=100
41280 On ch=1 n=31 v=100
41280 On ch=1 n=62 v=100
41280 On ch=1 n=74 v=100
41280 On ch=1 n=84 v=100
41280 On ch=1 n=86 v=100
41280 On ch=1 n=96 v=100
41280 On ch=1 n=98 v=100
41400 Off ch=1 n=24 v=64
41400 Off ch=1 n=31 v=64
41400 Off ch=1 n=62 v=64
41400 Off ch=1 n=74 v=64
41400 Off ch=1 n=84 v=64
41400 Off ch=1 n=86 v=64
41400 Off ch=1 n=96 v=64
41400 Off ch=1 n=98 v=64
41520 On ch=1 n=31 v=100
41520 On ch=1 n=62 v=100
41520 On ch=1 n=74 v=100
41520 On ch=1 n=86 v=100
41520 On ch=1 n=98 v=100
41640 Off ch=1 n=31 v=64
41640 Off ch=1 n=62 v=64
41640 Off ch=1 n=74 v=64
41640 Off ch=1 n=86 v=64
41640 Off ch=1 n=98 v=64
41760 On ch=1 n=24 v=100
41760 On ch=1 n=26 v=100
41760 On ch=1 n=31 v=100
41760 On ch=1 n=61 v=100
41760 On ch=1 n=62 v=100
41760 On ch=1 n=73 v=100
41760 On ch=1 n=74 v=100
41760 On ch=1 n=85 v=100
41760 On ch=1 n=86 v=100
41760 On ch=1 n=96 v=100
41760 On ch=1 n=97 v=100
41760 On ch=1 n=98 v=100
41880 Off ch=1 n=24 v=64
41880 Off ch=1 n=26 v=64
41880 Off ch=1 n=31 v=64
41880 Off ch=1 n=61 v=64
41880 Off ch=1 n=62 v=64
41880 Off ch=1 n=73 v=64
41880 Off ch=1 n=74 v=64
41880 Off ch=1 n=85 v=64
41880 Off ch=1 n=86 v=64
41880 Off ch=1 n=96 v=64
41880 Off ch=1 n=97 v=64
41880 Off ch=1 n=98 v=64
42000 On ch=1 n=31 v=100
42000 On ch=1 n=62 v=100
42000 On ch=1 n=74 v=100
42000 On ch=1 n=86 v=100
42000 On ch=1 n=98 v=100
42120 Off ch=1 n=31 v=64
42120 Off ch=1 n=62 v=64
42120 Off ch=1 n=74 v=64
42120 Off ch=1 n=86 v=64
42120 Off ch=1 n=98 v=64
42240 On ch=1 n=24 v=100
42240 On ch=1 n=31 v=100
42240 On ch=1 n=62 v=100
42240 On ch=1 n=72 v=100
42240 On ch=1 n=74 v=100
42240 On ch=1 n=84 v=100
42240 On ch=1 n=86 v=100
42240 On ch=1 n=96 v=100
42240 On ch=1 n=98 v=100
42240 On ch=1 n=105 v=100
42240 On ch=1 n=120 v=100
42240 On ch=1 n=121 v=100
42240 On ch=1 n=122 v=100
42240 On ch=1 n=123 v=100
42240 On ch=1 n=124 v=100
42360 Off ch=1 n=24 v=64
42360 Off ch=1 n=31 v=64
42360 Off ch=1 n=62 v=64
42360 Off ch=1 n=72 v=64
42360 Off ch=1 n=74 v=64
42360 Off ch=1 n=84 v=64
42360 Off ch=1 n=86 v=64
42360 Off ch=1 n=96 v=64
42360 Off ch=1 n=98 v=64
42480 On ch=1 n=31 v=100
42480 On ch=1 n=62 v=100
42480 On ch=1 n=74 v=100
42480 On ch=1 n=86 v=100
42480 On ch=1 n=98 v=100
42600 Off ch=1 n=31 v=64
42600 Off ch=1 n=62 v=64
42600 Off ch=1 n=74 v=64
42600 Off ch=1 n=86 v=64
42600 Off ch=1 n=98 v=64
42720 On ch=1 n=24 v=100
42720 On ch=1 n=26 v=100
42720 On ch=1 n=31 v=100
42720 On ch=1 n=61 v=100
42720 On ch=1 n=62 v=100
42720 On ch=1 n=73 v=100
42720 On ch=1 n=74 v=100
42720 On ch=1 n=85 v=100
42720 On ch=1 n=86 v=100
42720 On ch=1 n=96 v=100
42720 On ch=1 n=97 v=100
42720 On ch=1 n=98 v=100
42840 Off ch=1 n=24 v=64
42840 Off ch=1 n=26 v=64
42840 Off ch=1 n=31 v=64
42840 Off ch=1 n=61 v=64
42840 Off ch=1 n=62 v=64
42840 Off ch=1 n=73 v=64
42840 Off ch=1 n=74 v=64
42840 Off ch=1 n=85 v=64
42840 Off ch=1 n=86 v=64
42840 Off ch=1 n=96 v=64
42840 Off ch=1 n=97 v=64
42840 Off ch=1 n=98 v=64
42960 On ch=1 n=31 v=100
42960 On ch=1 n=62 v=100
42960 On ch=1 n=74 v=100
42960 On ch=1 n=86 v=100
42960 On ch=1 n=98 v=100
43080 Off ch=1 n=31 v=64
43080 Off ch=1 n=62 v=64
43080 Off ch=1 n=74 v=64
43080 Off ch=1 n=86 v=64
43080 Off ch=1 n=98 v=64
43200 On ch=1 n=24 v=100
43200 On ch=1 n=31 v=100
43200 On ch=1 n=62 v=100
43200 On ch=1 n=74 v=100
43200 On ch=1 n=84 v=100
43200 On ch=1 n=86 v=100
43200 On ch=1 n=96 v=100
43200 On ch=1 n=98 v=100
43320 Off ch=1 n=24 v=64
43320 Off ch=1 n=31 v=64
43320 Off ch=1 n=62 v=64
43320 Off ch=1 n=74 v=64
43320 Off ch=1 n=84 v=64
43320 Off ch=1 n=86 v=64
43320 Off ch=1 n=96 v=64
43320 Off ch=1 n=98 v=64
43440 On ch=1 n=31 v=100
43440 On ch=1 n=62 v=100
43440 On ch=1 n=74 v=100
43440 On ch=1 n=86 v=100
43440 On ch=1 n=98 v=100
43560 Off ch=1 n=31 v=64
43560 Off ch=1 n=62 v=64
43560 Off ch=1 n=74 v=64
43560 Off ch=1 n=86 v=64
43560 Off ch=1 n=98 v=64
43680 On ch=1 n=24 v=100
43680 On ch=1 n=26 v=100
43680 On ch=1 n=31 v=100
43680 On ch=1 n=61 v=100
43680 On ch=1 n=62 v=100
43680 On ch=1 n=73 v=100
43680 On ch=1 n=74 v=100
43680 On ch=1 n=85 v=100
43680 On ch=1 n=86 v=100
43680 On ch=1 n=96 v=100
43680 On ch=1 n=97 v=100
43680 On ch=1 n=98 v=100
43800 Off ch=1 n=24 v=64
43800 Off ch=1 n=26 v=64
43800 Off ch=1 n=31 v=64
43800 Off ch=1 n=61 v=64
43800 Off ch=1 n=62 v=64
43800 Off ch=1 n=73 v=64
43800 Off ch=1 n=74 v=64
43800 Off ch=1 n=85 v=64
43800 Off ch=1 n=86 v=64
43800 Off ch=1 n=96 v=64
43800 Off ch=1 n=97 v=64
43800 Off ch=1 n=98 v=64
43920 On ch=1 n=31 v=100
43920 On ch=1 n=62 v=100
43920 On ch=1 n=74 v=100
43920 On ch=1 n=86 v=100
43920 On ch=1 n=98 v=100
44040 Off ch=1 n=31 v=64
44040 Off ch=1 n=62 v=64
44040 Off ch=1 n=74 v=64
44040 Off ch=1 n=86 v=64
44040 Off ch=1 n=98 v=64
44160 Off ch=1 n=106 v=64
44160 Off ch=1 n=120 v=64
44160 Off ch=1 n=121 v=64
44160 Off ch=1 n=122 v=64
44160 Off ch=1 n=123 v=64
44160 Off ch=1 n=124 v=64
44160 On ch=1 n=12 v=100
44160 On ch=1 n=24 v=100
44160 On ch=1 n=31 v=100
44160 On ch=1 n=62 v=100
44160 On ch=1 n=72 v=100
44160 On ch=1 n=74 v=100
44160 On ch=1 n=84 v=100
44160 On ch=1 n=86 v=100
44160 On ch=1 n=96 v=100
44160 On ch=1 n=98 v=100
44280 Off ch=1 n=12 v=64
44280 Off ch=1 n=24 v=64
44280 Off ch=1 n=31 v=64
44280 Off ch=1 n=62 v=64
44280 Off ch=1 n=72 v=64
44280 Off ch=1 n=74 v=64
44280 Off ch=1 n=84 v=64
44280 Off ch=1 n=86 v=64
44280 Off ch=1 n=96 v=64
44280 Off ch=1 n=98 v=64
44400 On ch=1 n=31 v=100
44400 On ch=1 n=62 v=100
44400 On ch=1 n=74 v=100
44400 On ch=1 n=86 v=100
44400 On ch=1 n=98 v=100
44520 Off ch=1 n=31 v=64
44520 Off ch=1 n=62 v=64
44520 Off ch=1 n=74 v=64
44520 Off ch=1 n=86 v=64
44520 Off ch=1 n=98 v=64
44640 On ch=1 n=24 v=100
44640 On ch=1 n=26 v=100
44640 On ch=1 n=31 v=100
44640 On ch=1 n=61 v=100
44640 On ch=1 n=62 v=100
44640 On ch=1 n=73 v=100
44640 On ch=1 n=74 v=100
44640 On ch=1 n=85 v=100
44640 On ch=1 n=86 v=100
44640 On ch=1 n=96 v=100
44640 On ch=1 n=97 v=100
44640 On ch=1 n=98 v=100
44760 Off ch=1 n=24 v=64
44760 Off ch=1 n=26 v=64
44760 Off ch=1 n=31 v=64
44760 Off ch=1 n=61 v=64
44760 Off ch=1 n=62 v=64
44760 Off ch=1 n=73 v=64
44760 Off ch=1 n=74 v=64
44760 Off ch=1 n=85 v=64
44760 Off ch=1 n=86 v=64
44760 Off ch=1 n=96 v=64
44760 Off ch=1 n=97 v=64
44760 Off ch=1 n=98 v=64
44880 On ch=1 n=31 v=100
44880 On ch=1 n=62 v=100
44880 On ch=1 n=74 v=100
44880 On ch=1 n=86 v=100
44880 On ch=1 n=98 v=100
45000 Off ch=1 n=31 v=64
45000 Off ch=1 n=62 v=64
45000 Off ch=1 n=74 v=64
45000 Off ch=1 n=86 v=64
45000 Off ch=1 n=98 v=64
45120 On ch=1 n=24 v=100
45120 On ch=1 n=31 v=100
45120 On ch=1 n=62 v=100
45120 On ch=1 n=74 v=100
45120 On ch=1 n=84 v=100
45120 On ch=1 n=86 v=100
45120 On ch=1 n=96 v=100
45120 On ch=1 n=98 v=100
45240 Off ch=1 n=24 v=64
45240 Off ch=1 n=31 v=64
45240 Off ch=1 n=62 v=64
45240 Off ch=1 n=74 v=64
45240 Off ch=1 n=84 v=64
45240 Off ch=1 n=86 v=64
45240 Off ch=1 n=96 v=64
45240 Off ch=1 n=98 v=64
45360 On ch=1 n=31 v=100
45360 On ch=1 n=62 v=100
45360 On ch=1 n=74 v=100
45360 On ch=1 n=86 v=100
45360 On ch=1 n=98 v=100
45480 Off ch=1 n=31 v=64
45480 Off ch=1 n=62 v=64
45480 Off ch=1 n=74 v=64
45480 Off ch=1 n=86 v=64
45480 Off ch=1 n=98 v=64
45600 On ch=1 n=24 v=100
45600 On ch=1 n=26 v=100
45600 On ch=1 n=31 v=100
45600 On ch=1 n=61 v=100
45600 On ch=1 n=62 v=100
45600 On ch=1 n=73 v=100
45600 On ch=1 n=74 v=100
45600 On ch=1 n=85 v=100
45600 On ch=1 n=86 v=100
45600 On ch=1 n=96 v=100
45600 On ch=1 n=97 v=100
45600 On ch=1 n=98 v=100
45720 Off ch=1 n=24 v=64
45720 Off ch=1 n=26 v=64
45720 Off ch=1 n=31 v=64
45720 Off ch=1 n=61 v=64
45720 Off ch=1 n=62 v=64
45720 Off ch=1 n=73 v=64
45720 Off ch=1 n=74 v=64
45720 Off ch=1 n=85 v=64
45720 Off ch=1 n=86 v=64
45720 Off ch=1 n=96 v=64
45720 Off ch=1 n=97 v=64
45720 Off ch=1 n=98 v=64
45840 On ch=1 n=31 v=100
45840 On ch=1 n=62 v=100
45840 On ch=1 n=74 v=100
45840 On ch=1 n=86 v=100
45840 On ch=1 n=98 v=100
45960 Off ch=1 n=31 v=64
45960 Off ch=1 n=62 v=64
45960 Off ch=1 n=74 v=64
45960 Off ch=1 n=86 v=64
45960 Off ch=1 n=98 v=64
46080 Off ch=1 n=105 v=64
46080 On ch=1 n=24 v=100
46080 On ch=1 n=31 v=100
46080 On ch=1 n=62 v=100
46080 On ch=1 n=72 v=100
46080 On ch=1 n=74 v=100
46080 On ch=1 n=84 v=100
46080 On ch=1 n=86 v=100
46080 On ch=1 n=96 v=100
46080 On ch=1 n=98 v=100
46080 On ch=1 n=106 v=100
46080 On ch=1 n=116 v=100
46200 Off ch=1 n=24 v=64
46200 Off ch=1 n=31 v=64
46200 Off ch=1 n=62 v=64
46200 Off ch=1 n=72 v=64
46200 Off ch=1 n=74 v=64
46200 Off ch=1 n=84 v=64
46200 Off ch=1 n=86 v=64
46200 Off ch=1 n=96 v=64
46200 Off ch=1 n=98 v=64
46320 On ch=1 n=31 v=100
46320 On ch=1 n=62 v=100
46320 On ch=1 n=74 v=100
46320 On ch=1 n=86 v=100
46320 On ch=1 n=98 v=100
46440 Off ch=1 n=31 v=64
46440 Off ch=1 n=62 v=64
46440 Off ch=1 n=74 v=64
46440 Off ch=1 n=86 v=64
46440 Off ch=1 n=98 v=64
46560 On ch=1 n=24 v=100
46560 On ch=1 n=26 v=100
46560 On ch=1 n=31 v=100
46560 On ch=1 n=61 v=100
46560 On ch=1 n=62 v=100
46560 On ch=1 n=73 v=100
46560 On ch=1 n=74 v=100
46560 On ch=1 n=85 v=100
46560 On ch=1 n=86 v=100
46560 On ch=1 n=96 v=100
46560 On ch=1 n=97 v=100
46560 On ch=1 n=98 v=100
46680 Off ch=1 n=24 v=64
46680 Off ch=1 n=26 v=64
46680 Off ch=1 n=31 v=64
46680 Off ch=1 n=61 v=64
46680 Off ch=1 n=62 v=64
46680 Off ch=1 n=73 v=64
46680 Off ch=1 n=74 v=64
46680 Off ch=1 n=85 v=64
46680 Off ch=1 n=86 v=64
46680 Off ch=1 n=96 v=64
46680 Off ch=1 n=97 v=64
46680 Off ch=1 n=98 v=64
46800 On ch=1 n=31 v=100
46800 On ch=1 n=62 v=100
46800 On ch=1 n=74 v=100
46800 On ch=1 n=86 v=100
46800 On ch=1 n=98 v=100
46920 Off ch=1 n=31 v=64
46920 Off ch=1 n=62 v=64
46920 Off ch=1 n=74 v=64
46920 Off ch=1 n=86 v=64
46920 Off ch=1 n=98 v=64
47040 On ch=1 n=24 v=100
47040 On ch=1 n=31 v=100
47040 On ch=1 n=62 v=100
47040 On ch=1 n=74 v=100
47040 On ch=1 n=84 v=100
47040 On ch=1 n=86 v=100
47040 On ch=1 n=96 v=100
47040 On ch=1 n=98 v=100
47160 Off ch=1 n=24 v=64
47160 Off ch=1 n=31 v=64
47160 Off ch=1 n=62 v=64
47160 Off ch=1 n=74 v=64
47160 Off ch=1 n=84 v=64
47160 Off ch=1 n=86 v=64
47160 Off ch=1 n=96 v=64
47160 Off ch=1 n=98 v=64
47280 On ch=1 n=31 v=100
47280 On ch=1 n=62 v=100
47280 On ch=1 n=74 v=100
47280 On ch=1 n=86 v=100
47280 On ch=1 n=98 v=100
47400 Off ch=1 n=31 v=64
47400 Off ch=1 n=62 v=64
47400 Off ch=1 n=74 v=64
47400 Off ch=1 n=86 v=64
47400 Off ch=1 n=98 v=64
47520 On ch=1 n=24 v=100
47520 On ch=1 n=26 v=100
47520 On ch=1 n=31 v=100
47520 On ch=1 n=61 v=100
47520 On ch=1 n=62 v=100
47520 On ch=1 n=73 v=100
47520 On ch=1 n=74 v=100
47520 On ch=1 n=85 v=100
47520 On ch=1 n=86 v=100
47520 On ch=1 n=96 v=100
47520 On ch=1 n=97 v=100
47520 On ch=1 n=98 v=100
47640 Off ch=1 n=24 v=64
47640 Off ch=1 n=26 v=64
47640 Off ch=1 n=31 v=64
47640 Off ch=1 n=61 v=64
47640 Off ch=1 n=62 v=64
47640 Off ch=1 n=73 v=64
47640 Off ch=1 n=74 v=64
47640 Off ch=1 n=85 v=64
47640 Off ch=1 n=86 v=64
47640 Off ch=1 n=96 v=64
47640 Off ch=1 n=97 v=64
47640 Off ch=1 n=98 v=64
47760 On ch=1 n=31 v=100
47760 On ch=1 n=62 v=100
47760 On ch=1 n=74 v=100
47760 On ch=1 n=86 v=100
47760 On ch=1 n=98 v=100
47880 Off ch=1 n=31 v=64
47880 Off ch=1 n=62 v=64
47880 Off ch=1 n=74 v=64
47880 Off ch=1 n=86 v=64
47880 Off ch=1 n=98 v=64
48000 Off ch=1 n=106 v=64
48000 Off ch=1 n=116 v=64
48000 On ch=1 n=24 v=100
48000 On ch=1 n=31 v=100
48000 On ch=1 n=62 v=100
48000 On ch=1 n=72 v=100
48000 On ch=1 n=74 v=100
48000 On ch=1 n=84 v=100
48000 On ch=1 n=86 v=100
48000 On ch=1 n=96 v=100
48000 On ch=1 n=98 v=100
48000 On ch=1 n=105 v=100
48120 Off ch=1 n=24 v=64
48120 Off ch=1 n=31 v=64
48120 Off ch=1 n=62 v=64
48120 Off ch=1 n=72 v=64
48120 Off ch=1 n=74 v=64
48120 Off ch=1 n=84 v=64
48120 Off ch=1 n=86 v=64
48120 Off ch=1 n=96 v=64
48120 Off ch=1 n=98 v=64
48240 On ch=1 n=31 v=100
48240 On ch=1 n=62 v=100
48240 On ch=1 n=74 v=100
48240 On ch=1 n=86 v=100
48240 On ch=1 n=98 v=100
48360 Off ch=1 n=31 v=64
48360 Off ch=1 n=62 v=64
48360 Off ch=1 n=74 v=64
48360 Off ch=1 n=86 v=64
48360 Off ch=1 n=98 v=64
48480 On ch=1 n=24 v=100
48480 On ch=1 n=26 v=100
48480 On ch=1 n=31 v=100
48480 On ch=1 n=61 v=100
48480 On ch=1 n=62 v=100
48480 On ch=1 n=73 v=100
48480 On ch=1 n=74 v=100
48480 On ch=1 n=85 v=100
48480 On ch=1 n=86 v=100
48480 On ch=1 n=96 v=100
48480 On ch=1 n=97 v=100
48480 On ch=1 n=98 v=100
48600 Off ch=1 n=24 v=64
48600 Off ch=1 n=26 v=64
48600 Off ch=1 n=31 v=64
48600 Off ch=1 n=61 v=64
48600 Off ch=1 n=62 v=64
48600 Off ch=1 n=73 v=64
48600 Off ch=1 n=74 v=64
48600 Off ch=1 n=85 v=64
48600 Off ch=1 n=86 v=64
48600 Off ch=1 n=96 v=64
48600 Off ch=1 n=97 v=64
48600 Off ch=1 n=98 v=64
48720 On ch=1 n=31 v=100
48720 On ch=1 n=62 v=100
48720 On ch=1 n=74 v=100
48720 On ch=1 n=86 v=100
48720 On ch=1 n=98 v=100
48840 Off ch=1 n=31 v=64
48840 Off ch=1 n=62 v=64
48840 Off ch=1 n=74 v=64
48840 Off ch=1 n=86 v=64
48840 Off ch=1 n=98 v=64
48960 On ch=1 n=24 v=100
48960 On ch=1 n=31 v=100
48960 On ch=1 n=62 v=100
48960 On ch=1 n=74 v=100
48960 On ch=1 n=84 v=100
48960 On ch=1 n=86 v=100
48960 On ch=1 n=96 v=100
48960 On ch=1 n=98 v=100
49080 Off ch=1 n=24 v=64
49080 Off ch=1 n=31 v=64
49080 Off ch=1 n=62 v=64
49080 Off ch=1 n=74 v=64
49080 Off ch=1 n=84 v=64
49080 Off ch=1 n=86 v=64
49080 Off ch=1 n=96 v=64
49080 Off ch=1 n=98 v=64
49200 On ch=1 n=31 v=100
49200 On ch=1 n=62 v=100
49200 On ch=1 n=74 v=100
49200 On ch=1 n=86 v=100
49200 On ch=1 n=98 v=100
49320 Off ch=1 n=31 v=64
49320 Off ch=1 n=62 v=64
49320 Off ch=1 n=74 v=64
49320 Off ch=1 n=86 v=64
49320 Off ch=1 n=98 v=64
49440 On ch=1 n=24 v=100
49440 On ch=1 n=26 v=100
49440 On ch=1 n=31 v=100
49440 On ch=1 n=61 v=100
49440 On ch=1 n=62 v=100
49440 On ch=1 n=73 v=100
49440 On ch=1 n=74 v=100
49440 On ch=1 n=85 v=100
49440 On ch=1 n=86 v=100
49440 On ch=1 n=96 v=100
49440 On ch=1 n=97 v=100
49440 On ch=1 n=98 v=100
49560 Off ch=1 n=24 v=64
49560 Off ch=1 n=26 v=64
49560 Off ch=1 n=31 v=64
49560 Off ch=1 n=61 v=64
49560 Off ch=1 n=62 v=64
49560 Off ch=1 n=73 v=64
49560 Off ch=1 n=74 v=64
49560 Off ch=1 n=85 v=64
49560 Off ch=1 n=86 v=64
49560 Off ch=1 n=96 v=64
49560 Off ch=1 n=97 v=64
49560 Off ch=1 n=98 v=64
49680 On ch=1 n=31 v=100
49680 On ch=1 n=62 v=100
49680 On ch=1 n=74 v=100
49680 On ch=1 n=86 v=100
49680 On ch=1 n=98 v=100
49800 Off ch=1 n=31 v=64
49800 Off ch=1 n=62 v=64
49800 Off ch=1 n=74 v=64
49800 Off ch=1 n=86 v=64
49800 Off ch=1 n=98 v=64
49920 Off ch=1 n=105 v=64
49920 On ch=1 n=24 v=100
49920 On ch=1 n=31 v=100
49920 On ch=1 n=62 v=100
49920 On ch=1 n=72 v=100
49920 On ch=1 n=74 v=100
49920 On ch=1 n=84 v=100
49920 On ch=1 n=86 v=100
49920 On ch=1 n=96 v=100
49920 On ch=1 n=98 v=100
49920 On ch=1 n=106 v=100
49920 On ch=1 n=120 v=100
49920 On ch=1 n=121 v=100
49920 On ch=1 n=122 v=100
49920 On ch=1 n=123 v=100
49920 On ch=1 n=124 v=100
50040 Off ch=1 n=24 v=64
50040 Off ch=1 n=31 v=64
50040 Off ch=1 n=62 v=64
50040 Off ch=1 n=72 v=64
50040 Off ch=1 n=74 v=64
50040 Off ch=1 n=84 v=64
50040 Off ch=1 n=86 v=64
50040 Off ch=1 n=96 v=64
50040 Off ch=1 n=98 v=64
50160 On ch=1 n=31 v=100
50160 On ch=1 n=62 v=100
50160 On ch=1 n=74 v=100
50160 On ch=1 n=86 v=100
50160 On ch=1 n=98 v=100
50280 Off ch=1 n=31 v=64
50280 Off ch=1 n=62 v=64
50280 Off ch=1 n=74 v=64
50280 Off ch=1 n=86 v=64
50280 Off ch=1 n=98 v=64
