short_name,guitar_easy,guitar_medium,guitar_hard,guitar_expert,bass_easy,bass_medium,bass_hard,bass_expert,drums_easy,drums_medium,drums_hard,drums_expert,guitar_base_easy,guitar_base_medium,guitar_base_hard,guitar_base_expert,bass_base_easy,bass_base_medium,bass_base_hard,bass_base_expert,drums_base_easy,drums_base_medium,drums_base_hard,drums_base_expert,drums_allfills_easy,drums_allfills_medium,drums_allfills_hard,drums_allfills_expert,percussion_hits,nonpercussion_phrases,length
smoothcriminalaaf,261,398,631,871,238,460,693,874,641,917,1261,1701,6999,16360,24766,33184,5974,11560,17505,22028,16025,22925,31525,42525,13200,18650,25150,33325,0,74,207.87052
snowheyoh,514,956,1569,2009,448,666,801,1219,945,1291,1635,2006,13696,32043,54465,72609,12064,28559,34591,48130,23625,32275,40875,50150,18350,25250,30650,37300,6,77,335.859214
socold,294,457,644,803,256,394,527,628,609,836,1106,1387,8072,16650,25184,34420,8127,12138,16030,19879,15225,20900,27650,34675,12200,16700,21650,26650,0,37,272.157080992
somebodytolove,302,398,613,890,227,282,429,536,626,1026,1315,1778,7880,14833,21819,31643,6247,8478,12307,14974,15650,25650,32875,44450,13775,22400,28650,38400,0,59,298.486811
somethingaboutyou,311,352,503,644,304,370,588,623,537,945,1231,1443,10713,16803,23360,28920,9874,11518,17378,18242,13425,23625,30775,36075,10250,19125,23675,26650,0,38,236.277938
somethingintheway,190,284,448,448,63,105,110,110,257,328,350,399,10598,18754,26188,33815,2925,4689,4814,5148,6425,8200,8750,9975,5700,7300,7700,8625,0,44,233.075170817
song2,131,251,361,500,92,151,244,302,449,664,790,902,3293,9343,13252,17371,2492,3988,6271,7828,11225,16600,19750,22550,9150,13375,15325,17425,0,22,123.84997
songwithamission,293,347,523,546,388,418,654,814,539,815,1252,1305,8134,12457,25268,28118,9775,10525,16618,20628,13475,20375,31300,32625,10800,16275,24875,25475,66,38,177.709776
sonsanddaughters,262,495,818,979,260,485,767,843,711,935,1235,1636,7138,20806,37344,44240,6935,12584,20912,23028,17775,23375,30875,40900,14175,18750,24525,31225,0,58,227.182847
sorrow,238,349,508,702,226,351,701,1098,558,806,1533,1871,6790,16955,23849,34573,6154,9279,18035,27990,13950,20150,38325,46775,11075,16175,30750,36425,0,24,201.448214
sorry,301,395,496,614,207,269,303,333,578,1004,1230,1369,13190,19964,22407,26730,11451,13001,14538,16212,14450,25100,30750,34225,11525,20450,24650,27175,0,60,369.37687
soulsofblack,268,415,788,1051,231,442,830,1081,561,841,1206,1518,6776,10540,20776,37092,5883,11166,21138,27515,14025,21025,30150,37950,10900,16500,23000,29225,48,26,216.319706
soundsofsilence,155,303,458,596,119,166,204,239,358,585,770,847,3998,8343,12945,18407,3158,4333,6330,7205,8950,14625,19250,21175,6825,11675,15000,16150,0,34,187.7397758
sowhat,204,388,641,733,199,376,494,575,504,799,1050,1338,5190,13590,23962,31053,5059,9484,15017,17198,12600,19975,26250,33450,9925,15950,20725,25875,0,56,217.504742813
sowhatchawant,181,183,330,616,144,144,286,286,544,906,980,1120,4525,7686,14385,23133,3600,3600,7150,8014,13600,22650,24500,28000,11775,19575,21300,24350,35,55,216.35450475
spacecowboy,269,472,815,1041,284,526,941,962,883,1420,2161,2814,7370,12829,22270,29004,7100,13150,23543,24275,22100,35550,54075,70400,17725,28550,42950,54600,85,43,296.267816
spaceman,215,340,487,546,282,539,852,955,770,1105,1845,2330,5423,8548,15923,20685,7137,13562,21390,24940,19250,27625,46125,58250,15925,22675,36850,46125,0,65,260.920496
spacetruckin,347,564,690,877,352,534,671,790,734,1099,1784,2294,8965,14889,22138,28707,9028,13686,17657,20690,18350,27475,44600,57350,15025,22550,35650,44600,90,42,279.522556
speedofsound,131,230,343,470,105,140,196,229,329,755,1047,1150,4555,7015,13089,16518,5172,5981,7732,8557,8225,18875,26175,28750,6950,15925,21700,23825,0,29,214.187871
spiderwebs,317,522,803,970,371,599,960,1139,872,1124,1797,2084,8698,19778,29519,34026,9479,15179,24579,29516,21800,28100,44925,52100,17075,22250,34925,40050,0,66,290.0431255
spiritinthesky,330,425,647,779,290,513,513,549,599,891,1518,1707,9784,14071,20191,24717,7250,12825,12825,13725,14975,22275,37950,42675,10875,16375,27175,30250,179,25,257.035146
spoonman,266,398,541,797,348,500,667,994,573,833,1272,1662,6963,10718,21015,31415,8985,12827,17044,25255,14325,20825,31800,41550,12050,17650,26850,34875,49,41,251.572195
sprode,358,501,598,625,463,578,904,932,624,728,1187,1532,9694,13398,15886,16561,11575,14450,22600,26100,15600,18200,29675,38300,13675,16100,26150,33225,0,45,198.505336
standingintheshower,225,380,560,1002,216,438,651,978,425,796,1083,1428,6096,14833,21184,35019,5721,11543,17147,25417,10625,19900,27075,35700,8900,16575,21675,28675,0,45,186.814576
stateofloveandtrustlive,284,456,718,979,331,521,735,895,543,766,1167,1655,7370,16789,25542,34497,8695,13445,20617,24640,13600,19200,29225,41450,10850,15725,22950,31975,0,47,215.91426675
stayaway,287,445,624,790,337,501,840,992,626,848,1268,1982,7319,11317,27141,31999,8425,12525,21000,25178,15675,21250,31750,49625,11550,16375,24325,37925,0,55,195.950224
steadyasshegoes,194,288,433,578,193,306,475,536,533,884,1018,1168,5432,13812,19657,24200,4939,7788,12721,14246,13325,22100,25450,29200,10875,18150,20625,23175,0,43,221.159108833
steadyatthewheel,158,300,429,586,176,369,591,720,352,596,793,894,4520,9971,13913,18181,4520,9357,14979,18212,8800,14900,19825,22350,7525,12925,16800,18950,38,27,178.549433
stickysweet,308,479,681,900,215,318,330,460,544,713,814,972,8040,15019,22215,28152,6225,9037,9577,12830,13600,17825,20350,24300,10875,14400,15650,18425,0,50,229.078979
stillalive,250,334,486,523,139,217,270,276,409,591,797,862,7480,13091,18090,19545,4725,6675,7997,8141,10225,14775,19925,21550,7825,11150,15150,16050,0,39,178.25
stonehenge,188,294,378,536,177,246,318,371,369,632,866,1124,6122,12470,15703,22264,5847,7959,9969,11312,9250,15850,21725,28200,7675,13225,17850,22900,48,29,269.531390573
stop,168,279,450,528,138,247,403,456,373,505,673,849,4200,10360,18942,23928,3450,6290,10936,12225,9325,12625,16825,21225,7125,9575,12625,15675,0,33,157.247063125
stopstartagain,247,394,622,665,247,448,478,538,709,978,1373,1672,6964,16240,26789,32798,6841,11866,16175,17900,17725,24450,34325,41800,13775,18875,26225,32025,0,19,255.5553
storyofmylife,409,574,827,938,551,808,1183,1239,1290,1915,2196,2518,14386,25103,32747,35967,14261,20710,32020,33420,32250,47875,54900,62950,24475,36300,41500,47875,91,71,348.83865225
streetofdreams,199,355,474,610,213,271,445,534,441,693,868,1018,5611,13490,17719,21738,6111,7976,12326,15699,11025,17325,21700,25450,8900,14175,17325,19900,0,54,283.748029
stricken,256,448,717,1115,191,326,622,996,548,902,1277,1669,6460,14510,25684,40413,4775,8150,15964,25382,13700,22550,31925,41725,10575,17525,24475,31725,0,63,246.173013
stumbleandfall,195,339,579,692,224,411,627,774,492,817,1428,1755,5379,14560,23970,29231,6155,10830,16866,20532,12300,20425,35700,43875,9450,15850,27450,33000,0,27,186.949636
stupify,282,501,668,894,249,431,619,836,535,901,1120,1302,7230,15978,22187,30382,6471,11141,15952,21941,13375,22525,28000,32550,10275,17025,21100,24600,0,83,248.9532655
suckmykiss,184,333,485,709,171,333,504,641,639,961,1180,1397,4867,9964,17152,24980,4452,8502,12960,16385,15975,24025,29500,34925,13400,19850,23975,28025,0,58,220.1593625
suddenlyisee,165,327,457,758,134,267,472,603,558,726,930,1296,4263,14026,19624,33552,4262,7587,13165,16438,13950,18150,23250,32400,11075,14350,18200,25400,0,51,201.518475
sudsinabucket,287,413,641,764,284,332,361,538,689,1020,1580,1731,9548,14808,24578,36905,7676,8876,12724,17188,17225,25500,39500,43275,13450,19550,30425,33125,35,56,226.79616
suffragettecity,329,588,807,855,260,517,838,838,633,915,1445,1651,10036,18085,33611,36716,6644,13069,21130,21130,15825,22875,36125,41275,12900,18725,29250,33450,0,54,205.761011
sugarbaby,154,258,407,497,158,296,436,514,414,619,956,1044,4357,9707,15881,18868,3950,7400,11140,13081,10350,15475,23900,26100,8450,12825,19575,20975,0,47,182.66410305
sugarmagnolia,349,430,581,673,348,418,723,725,644,912,1280,1718,9760,11800,23578,26264,10332,12103,19824,19874,16100,22800,32000,42950,13175,18950,26075,34800,16,46,211.776349
sulpher,300,484,1097,1828,290,490,999,1402,854,1273,1861,2556,7851,15632,37258,56430,7826,13558,28155,38230,21350,31825,46525,63900,15575,24825,34850,46925,0,52,278.990935875
summerof69,232,376,648,852,211,357,541,625,525,854,1074,1270,6395,12566,22652,28744,5923,9910,16093,17974,13125,21350,26850,31750,10775,17475,21325,24450,0,48,231.001922
summertimeblues,225,225,422,495,337,361,709,976,590,915,1273,1674,6072,11993,18448,21904,8527,9127,18277,24952,14750,22875,31825,41850,11525,18875,25550,33075,109,18,205.069246
summertimerolls,153,216,317,377,393,636,771,771,355,593,823,1033,7257,11085,15061,17545,10655,16766,20630,24610,8875,14825,20575,25825,7050,12125,16400,20600,0,43,382.997114
sundaymorning,297,361,487,581,335,576,695,882,861,1098,1726,2282,9237,15125,21381,25433,8729,14922,17981,24516,21525,27450,43150,57050,16975,22050,34200,43525,0,51,276.44398375
sundial,191,315,508,667,216,410,614,756,569,832,991,1142,5813,11167,17413,22022,6153,11003,16373,19920,14225,20800,24775,28550,10725,15775,17800,18700,64,26,227.6683515
superbeast,270,404,580,818,244,377,598,717,662,988,1504,1891,7145,10537,22708,32871,6100,9425,14950,18888,16550,24700,37600,47275,12775,19150,28975,36225,0,36,230.420512867
superbowlmedley,588,836,1227,1758,574,939,1231,1526,1533,2167,3224,4392,20037,45224,62488,78760,19211,29384,38929,46582,38350,54225,80675,109925,30875,44000,63175,84975,0,104,764.980039533
supersonic,159,219,334,420,197,352,611,666,561,759,1053,1365,6216,9912,16113,18796,5495,9532,16241,18026,14025,18975,26325,34125,11050,15100,20425,26400,0,34,159.8039495
supersoniclive,281,455,697,928,229,373,768,875,1041,1551,1691,1874,7625,14793,23548,29681,6049,9661,19794,22478,26050,38825,42325,46925,20025,30300,32350,35950,64,34,281.4870985
supremegirl,210,295,474,559,224,327,610,640,537,691,975,1231,5844,10419,16351,20041,5762,8343,15436,16837,13425,17275,24375,30775,10825,13975,19675,24100,20,38,153.545961
surfingwiththealien,264,400,681,1099,324,516,932,1141,803,1183,1779,1846,8236,11940,20882,31392,8202,13017,24236,29461,20075,29575,44475,46150,16150,23525,35425,36475,0,0,236.39348225
swamped,302,515,684,919,237,418,557,659,427,619,852,996,7550,13055,21900,30817,6341,11010,14503,18518,10675,15475,21300,24900,8325,12350,16700,19150,0,46,243.398566
sweetleaf,459,550,720,834,418,562,756,895,744,1158,1503,1861,15206,17704,31974,34755,13361,16077,20635,24105,18600,28950,37575,46525,15775,24850,32050,39275,55,43,302.646796
sweetness,228,448,709,1204,192,377,617,774,515,795,1288,1608,5967,22284,35531,64206,5067,9692,15701,20237,12875,19875,32200,40200,10250,15575,25425,31375,0,39,219.56864
sweetnessandlight,395,567,970,1160,336,446,666,886,1174,1471,1759,1925,10210,19831,37446,59533,8961,11711,17247,23297,29350,36775,43975,48125,23475,29125,34700,37825,54,21,315.608809875
sweettalk,221,339,572,697,171,268,403,463,398,621,821,1069,5609,9195,20064,24670,4275,6700,10609,12117,9950,15525,20525,26725,7875,12325,16150,20725,0,41,182.4899455
swing,196,331,552,837,162,312,397,422,496,730,896,1230,5519,13304,21263,31291,4396,8146,10280,11534,12400,18250,22400,30750,10025,14525,16750,22325,0,50,228.168101196
swingswing,249,388,617,797,208,403,715,803,737,1172,1350,1417,6341,16517,27145,33913,5430,10305,18119,20319,18425,29300,33750,35425,14600,23350,26400,27400,0,52,237.30766325
synchronicity2,431,625,966,1020,593,594,1191,1201,779,1299,1527,2042,12281,17338,29002,34441,16244,17976,34362,34612,19475,32475,38175,51050,16300,27825,32200,43350,34,40,286.0282095
takebackthecity,267,490,919,970,239,391,731,776,876,1125,1405,1607,6832,17429,36830,47325,5975,9775,18284,19643,21900,28125,35125,40175,17150,21800,26775,30800,0,68,282.441495
takeitontherun,193,293,478,635,170,248,349,499,458,769,1065,1177,5503,10607,18066,27873,5276,7238,10279,14627,11450,19225,26625,29425,8925,15000,20450,22625,26,45,243.295862
takemeout,306,465,677,896,272,426,580,666,496,717,1005,1305,7842,15959,23089,31471,6968,10818,14821,17262,12400,17925,25125,32625,9400,13975,19500,24775,32,42,238.244131
takemetotheriver,257,322,434,550,245,375,605,768,963,1428,1471,1505,6806,13597,18877,22237,6252,10375,16395,20477,24075,35700,36775,37625,19650,28600,29375,29775,0,49,307.399870667
takenoprisoners,255,433,788,1267,237,421,735,1123,587,825,1471,1995,6660,14507,29190,41559,5925,10525,18735,28435,14675,20625,36775,49875,12200,17525,30575,40175,0,35,207.040153738
takethemoney,142,257,659,985,129,238,300,426,413,718,1076,1385,3604,12958,31869,45783,3273,5998,8407,11825,10325,17950,26900,34625,8350,14450,21125,27525,0,30,174.729638
takethesechains,218,253,370,461,292,296,505,583,492,766,1035,1213,6880,10802,16218,19748,7711,7919,13180,15175,12300,19150,25875,30325,9950,15625,21150,23600,28,42,210.672965508
tame,121,121,236,257,193,262,424,456,336,499,721,875,3025,6050,11175,11700,4825,9575,15875,16675,8400,12475,18025,21875,7200,10650,15275,18550,0,22,118.601437
tangledupinblue,561,755,1380,1788,296,357,569,606,874,1095,1441,1903,19873,31347,62393,81743,7400,11750,17362,18635,21850,27375,36025,47575,16900,20775,27025,35675,38,65,345.095939
tedjustadmitit,355,480,724,1128,459,696,932,1159,867,1304,1931,2630,10743,23328,34525,51144,11543,17818,24490,31940,21675,32600,48275,65750,17850,27000,39900,54400,0,68,446.843356
teenagelobotomy,303,301,515,514,315,335,531,546,507,730,863,1157,8259,15872,26522,26331,8558,9058,13958,14603,12675,18250,21575,28925,10125,14450,17200,22775,0,22,124.78019934
teenageriot,632,816,1647,1824,283,389,483,519,1123,1747,2676,3496,16373,38139,76622,88312,13231,16196,19272,21970,28075,43675,66900,87400,22225,36250,55400,71150,48,62,417.669479
tellherno,151,249,340,403,151,201,286,304,304,528,832,913,3847,9162,11776,17233,4328,5902,8410,8872,7600,13200,20800,22825,6325,10875,17100,18425,0,23,127.932978
tellme,197,358,662,839,172,340,655,687,416,674,1008,1524,4993,9143,21881,29333,4364,8564,16447,17349,10400,16850,25200,38100,7900,12925,19250,29175,50,29,170.3752545
tellmebaby,279,438,635,839,270,492,808,1103,520,863,1176,1713,7383,12878,21279,29039,6798,12415,20405,27827,13000,21575,29400,42825,10225,16725,21950,32000,0,44,245.960841
tempted,214,415,627,830,206,408,653,809,744,1082,1210,1247,5412,10437,15804,21424,5303,10362,16547,20447,18600,27050,30250,31175,15325,22000,24425,25150,0,62,274.572481
tenspeed,337,489,666,830,328,567,625,753,659,968,1189,1442,10395,15737,20389,25119,8428,14436,16111,19311,16475,24200,29725,36050,13175,19525,23425,28125,49,34,230.7472995
territorialpissing,187,292,609,687,182,357,589,698,427,649,888,1248,4905,14475,29953,32314,4706,9077,14883,17753,10675,16225,22200,31200,8625,12475,17200,24125,0,25,146.271137
testify,229,412,673,1078,209,317,371,455,506,760,1008,1266,6097,12189,20349,31820,5651,8381,10734,12830,12650,19000,25200,31650,9475,14425,19075,23850,0,56,210.888095
testify_srv,288,504,739,1213,302,428,782,1115,495,775,1113,1675,7531,16104,23659,36649,7658,10970,19832,28157,12400,19425,27900,41950,9600,15125,21500,32750,0,0,202.186346
texasflood,249,472,624,949,153,300,689,739,728,1177,1343,1493,7062,14604,19217,27827,3910,7500,18809,20422,18225,29450,33625,37400,14200,22775,25575,28225,48,18,326.585390865
thankyouboys,64,64,114,149,63,89,97,117,175,222,307,400,1726,3426,5531,7163,1659,2312,2785,3357,4375,5550,7675,10000,3600,4500,6075,7975,60,1,60.851885
thatshowiescaped,191,342,591,752,199,322,485,565,462,628,819,1237,4826,15427,26362,37899,5005,8080,12650,16090,11550,15700,20475,30925,9000,12725,15750,22950,0,17,123.0160995
thatswhatyouget,220,410,509,528,254,425,591,634,616,921,1137,1338,7441,13218,15789,17054,6716,10996,15151,16309,15400,23025,28425,33450,11800,18050,21900,25825,0,53,220.761784
thatswhenireach,286,422,717,1008,280,523,698,870,595,924,1527,1953,7691,19040,31202,44002,7484,14450,20535,27205,14875,23100,38175,48825,11950,18975,30600,36750,41,34,237.795977333
thebanishment,461,786,1216,1730,394,798,1176,1597,846,1354,2009,2776,11525,22450,34543,55017,9850,19950,30006,40531,21150,33850,50225,69400,16900,27225,38900,53875,0,56,358.33004675
theclairvoyant,340,396,668,815,465,753,1346,1696,865,1204,1753,2373,9982,14217,24219,31787,11751,19835,34855,43935,21625,30100,43825,59325,17300,24400,34950,47300,0,36,269.11953575
theconjuring,320,581,1206,1760,326,578,1142,1398,745,1234,1823,2212,8672,19025,33548,55881,8300,14600,29027,36282,18650,30900,45625,55375,14675,24900,36775,45025,123,41,305.068738
thedownfallofusall,230,352,570,834,191,336,545,783,483,720,949,1274,6218,16570,26787,39842,5177,8895,14174,20124,12075,18000,23725,31850,10250,15200,19650,26225,0,59,212.227203331
theend2,184,329,493,657,92,111,112,117,0,0,0,0,4600,12400,16500,20600,4199,4962,6602,11799,0,0,0,0,0,0,0,0,0,36,174.57417255
thefeeling,142,266,458,554,130,314,432,485,350,477,744,947,3725,10012,17414,22911,3250,7850,10819,12448,8750,11925,18600,23675,6925,9325,14800,18800,0,36,145.720531
thefinalcountdown,231,411,660,1084,255,478,883,1264,846,1308,1634,1899,7560,20844,27743,39080,7335,12910,23179,32920,21150,32700,40850,47475,16325,25350,31525,36450,57,37,298.1291635
thefixer,208,354,509,651,213,347,527,635,555,800,1331,1491,6379,13054,18215,24135,5862,9566,14129,17723,13875,20000,33275,37275,11500,16675,27725,30550,0,34,188.988794
theflood,309,513,812,1091,297,488,779,921,567,889,1220,1543,7926,20059,32172,52824,7848,12791,20252,24636,14175,22225,30500,38575,12200,18650,24925,31200,0,58,211.475053
thegambler,263,427,652,814,116,206,207,244,445,640,719,874,6799,17823,28023,33648,3359,5609,6213,7683,11125,16000,17975,21850,8750,12750,13900,16650,0,72,214.642279
thegreatestman,218,390,647,732,233,423,672,768,666,1055,1315,1597,5639,16521,27533,31626,6149,10933,17251,19846,16650,26375,32875,39925,13025,20550,25250,30475,0,60,350.033385
thegreatsatan,240,403,792,1329,228,399,794,1188,584,917,1621,2347,6180,12055,24324,37831,6111,10392,20765,30615,14600,22925,40525,58675,11875,18575,32075,45625,0,21,189.37117825
thegreetingsong,260,469,587,944,279,452,649,809,549,786,1129,1449,7082,12340,28890,39464,6987,11969,16897,20897,13725,19650,28225,36225,10975,15450,21650,27150,88,41,197.135504
thehandthatfeeds,289,557,627,631,288,414,578,630,588,812,1094,1340,7573,14018,19684,23211,7200,10350,14531,15921,14750,20350,27425,33575,11450,15775,21025,25450,0,40,224.014548
thejack_live 360,250,392,553,760,353,633,729,739,814,1283,1598,1806,7183,12994,20836,27395,8979,15997,18528,18961,20375,32125,40025,45250,15675,24600,30825,34575,0,32,333.8664455
thejoker,176,354,575,732,164,431,518,692,450,781,880,983,4879,9350,16928,22010,4148,10916,13121,17697,11250,19525,22000,24575,8775,15150,16825,18375,0,34,216.598912
thekidsarentalright,280,497,757,892,264,458,648,710,653,944,1129,1406,7351,16049,26065,32402,7020,11891,16648,20825,16325,23600,28225,35150,12700,18425,21475,26425,0,40,182.9163045
thekill,339,450,709,1034,182,354,530,1011,653,911,1164,1339,9928,14156,27594,41664,4550,8850,13507,25581,16325,22775,29100,33475,14125,19725,24325,28125,0,33,246.064934
theleavingpt2,196,267,496,820,166,232,391,720,411,675,908,1158,5291,11250,19795,32777,4570,6238,10739,20438,10275,16875,22700,28950,8625,14400,19250,24225,0,42,206.658065
themetal,149,279,541,895,113,173,321,478,343,568,842,1165,3782,7918,15196,29467,2981,4487,8271,12202,8575,14200,21050,29125,6875,11400,16775,22950,0,26,162.823527806
themiddle,140,366,652,756,210,395,736,780,412,652,977,1141,5984,13346,25048,31158,5250,9959,18514,19641,10300,16300,24425,28525,7800,12500,18650,20850,30,42,170.309032
thepassenger,321,554,957,1224,313,625,777,908,751,1080,1406,1649,8025,24575,34975,47927,7864,15664,23719,26834,18775,27000,35150,41225,14575,20625,26400,30800,0,58,289.906069525
thepowerofequality,289,540,865,1098,250,457,731,996,641,1075,1335,1646,7348,13648,37399,48028,6544,11716,18587,25212,16025,26875,33375,41150,13975,23850,29400,36150,0,73,245.5950045
thepretender,369,590,946,1223,266,509,784,984,695,927,1196,1526,9363,19895,39049,60100,6650,12725,19600,25023,17375,23175,29900,38150,14575,19350,24275,30700,0,76,269.989921025
theregoesmygun,84,143,215,331,102,195,285,380,245,346,566,738,3087,6728,10197,15041,2550,4875,7311,9698,6125,8650,14150,18450,5275,7275,11800,15600,23,22,113.145852
theresnootherway,194,347,516,747,175,342,479,631,413,606,865,1110,5115,13869,22411,30187,4599,8774,13820,17568,10325,15150,21625,27750,8225,11900,17025,21825,39,26,206.0538746
therewasatime,403,611,937,1186,309,551,671,704,773,1316,1861,2276,12382,20579,29706,36535,10445,16079,19689,20589,19325,32900,46525,56900,15225,25225,35200,42425,0,66,399.810139531
therighteousandthewicked,232,364,481,628,229,388,561,676,500,823,1033,1243,6407,9734,20662,26800,6586,10579,15122,18043,12500,20575,25825,31075,10150,17325,20875,25200,40,40,251.5752965
therockshow,252,465,694,848,269,504,864,990,676,898,1132,1788,6684,14336,21485,26996,6869,12744,21744,25479,16900,22450,28300,44700,13875,18150,22400,35100,0,44,175.640535
therunningfree,273,485,729,813,271,429,805,884,726,1079,1349,1689,8655,16298,24121,29235,7207,11163,20566,22670,18150,26975,33725,42225,14050,20750,25200,31225,0,61,245.01032475
thetimeiswrong,231,409,607,826,215,361,637,707,413,617,889,1076,6435,13318,19927,26392,5672,9376,16310,18443,10325,15425,22225,26900,8450,12575,17925,21775,0,35,208.224232
thetrees,351,493,968,1039,243,373,591,626,527,771,1118,1509,9162,18903,34214,37156,7140,10694,17004,18416,13175,19275,27950,37725,10200,14550,21325,28275,191,21,286.6942375
thetrooper,314,585,1034,1552,329,583,1216,1531,670,1041,1610,1972,8342,18017,31039,45018,8225,14575,30922,38815,16750,26025,40250,49300,13650,21175,32200,37350,30,30,254.937328
thewagon,405,690,997,1362,393,711,1163,1435,1033,1289,1644,2718,10536,24975,39098,49198,10104,18941,32212,39037,25825,32225,41100,67950,20075,25425,31225,50925,0,66,293.604272
thewaitinglive,225,342,568,725,224,342,462,613,680,1046,1276,1488,6018,11671,19843,25712,5858,8877,14061,17518,17025,26200,31975,37275,13475,20750,25250,28975,37,37,248.594046625
thewaythatitshows,459,760,971,1271,303,421,548,788,920,1400,1646,1857,11901,22568,29267,38448,8451,13087,16557,22565,23000,35000,41150,46425,18275,28150,32300,35550,172,52,382.553482
theyreredhot,68,116,216,288,69,136,219,257,148,233,400,691,1826,6106,9324,14531,1845,3526,5619,6677,3700,5825,10000,17275,2975,4625,7925,14425,0,40,59.761262
theysay,192,384,576,576,176,352,543,544,532,706,844,943,4800,17600,26250,29418,4400,8800,13575,15049,13300,17650,21100,23575,10400,13450,16000,17925,15,28,169.240129475
thisaintascene,309,312,567,857,280,280,533,837,586,750,1006,1215,8190,15227,25594,42374,7228,7228,13562,21369,14650,18750,25150,30375,11275,14400,18800,21825,0,48,213.564248
thiscalling,198,408,747,1102,195,324,566,669,602,929,1366,1890,5313,13730,25478,36461,5129,8354,15088,17663,15050,23225,34150,47250,11975,18350,26450,36325,24,44,219.1760745
thisilove,84,121,179,303,97,105,104,139,119,234,248,270,3206,5383,7618,10935,6319,6429,6884,7705,2975,5850,6200,6750,2550,4950,5275,5725,0,32,323.156668
thisisacall,308,555,738,971,259,436,698,885,753,991,1316,1652,7808,21070,31918,43445,6793,11291,19002,23686,18825,24775,32900,41300,15150,20000,26000,32125,110,45,232.5534035
thisisexile,263,436,699,1179,255,409,683,943,545,853,1398,2311,7368,11693,20929,36069,7008,10858,18027,24527,13625,21325,34950,57775,10950,17050,27550,45325,0,37,227.439968654
thisisit,208,292,478,634,190,221,379,429,499,750,908,1120,5779,12956,19762,25589,5122,6131,10384,12592,12475,18750,22700,28000,10450,15150,17975,21875,0,27,224.404512
thisisthirteen,285,407,603,729,314,424,646,668,701,1235,1534,1716,10890,14535,26730,33646,9690,13084,19354,20247,17525,30875,38350,42900,13275,23450,27400,30375,0,31,367.854912704
thisiswar,259,427,777,1033,144,267,469,542,738,1074,1573,2066,6811,11585,21314,33858,4344,7533,12680,14505,18450,26850,39325,51650,14500,21200,31075,40550,0,60,290.42421875
thisonesforthegirls,253,382,558,724,221,392,550,685,783,1150,1356,1525,6920,11459,19802,29506,6345,10626,14561,19182,19575,28750,33900,38125,15775,22950,26400,29025,0,49,245.7648005
thrasher,521,750,1359,1778,343,565,984,1612,895,1021,1373,1769,13538,19364,37123,49484,8878,14578,25993,41734,22375,25525,34325,44225,18550,20875,27375,33525,0,27,190.534648106
thrashunreal,259,480,809,885,249,494,904,972,750,1101,1550,1768,6558,19735,33734,40025,6311,12436,22686,24386,18750,27525,38750,44200,14200,20950,29750,33325,0,61,254.572907
throughbeingcool,245,338,480,538,217,263,392,471,493,772,834,1175,7110,9435,18685,20432,6190,7340,10577,12552,12350,19325,20900,29450,9350,14825,15400,20825,30,40,198.941518617
thunder,267,357,625,700,123,230,323,431,488,704,806,898,7012,14962,24936,29113,3960,6575,9458,12317,12200,17600,20150,22450,9425,13400,14975,16575,0,54,241.943088
thunderstruck_live,304,484,832,1293,267,506,804,1040,801,1087,1663,1838,8947,21455,31910,44978,6969,12986,20448,26474,20025,27175,41575,45950,15700,21225,32375,35875,0,82,328.203829
ticktickboom,194,369,569,763,186,370,604,761,566,876,1137,1350,5754,17787,27881,35426,4650,9250,15109,19052,14150,21900,28425,33750,12100,18525,23850,27950,0,42,205.198004
tieyourmotherdown,227,412,595,911,208,397,661,734,468,778,1288,1487,6532,11226,22550,32122,5819,10544,17188,19986,11750,19525,32300,37275,9575,16125,26975,31375,0,41,224.713453167
timebomb,243,400,698,982,217,326,431,555,448,640,1062,1350,6081,15887,26862,37838,5563,8288,11022,16711,11250,16075,26675,33950,8775,12575,19700,23850,53,33,227.110035
timebomb2,197,362,545,713,195,225,483,592,450,718,1076,1297,5089,18065,23286,27511,5015,5807,12349,15074,11250,17950,26900,32425,8975,14425,21625,25225,0,39,149.770526983
timeforchange,184,268,398,533,176,227,448,502,623,897,1085,1268,6079,9392,13729,18382,4700,6857,13237,14599,15575,22425,27125,31700,12800,18125,21200,23800,0,46,297.120939917
timeisrunningout,171,241,579,675,117,193,459,472,406,642,766,911,4812,10630,25536,28174,3462,5377,12081,12571,10150,16050,19150,22775,8125,12775,15025,17500,0,32,205.923309
timesickson,323,346,535,698,290,339,486,530,415,612,932,1050,8673,13652,22200,27067,7640,8736,13097,14110,10375,15300,23300,26250,7850,11600,17625,19450,33,24,178.65284
timeslikethese,345,581,806,1003,310,572,879,1001,690,1019,1507,1924,9384,21926,35186,46688,8299,14924,23214,26264,17250,25475,37675,48100,14325,21175,30950,39300,0,39,265.52569
timewehad,262,464,492,502,265,452,511,589,675,1031,1176,1439,7303,13124,18051,21693,6814,12284,14264,16261,16875,25775,29400,35975,13675,20850,23650,28825,0,24,187.875022
timmy,213,318,367,489,208,345,367,402,387,559,768,952,5555,12457,13971,17021,5361,8782,10328,11203,9700,14000,19250,25625,7900,11600,15550,21400,0,28,124.9368335
tnt_live,154,252,329,438,129,216,310,395,434,667,1029,1207,5476,8083,14917,19691,4283,6452,9261,11386,10875,16725,25775,30250,8500,13050,20150,23375,0,42,193.222542
